fx,fitness,rmse,plane_inlier_ratio,success_rate,point_count
700.0,0.7385222222222222,0.006390359311798086,0.11077973720608575,1.0,1017984
800.0,0.7750322440498677,0.006114370117411895,0.09419076785126745,1.0,829731
900.0,0.8078666666666666,0.0059126276317875955,0.07399926393209774,1.0,695588
1000.0,0.8258555555555556,0.005698744771941045,0.11007316381002598,1.0,595513
1050.0,0.83375,0.005628026259013702,0.09974156483841048,1.0,555265
1108.0,0.8423611111111111,0.005522838451854005,0.1066189283009464,1.0,513633
1200.0,0.853,0.00539137630111922,0.06703072504665042,1.0,459267
